"Agora id",,"English Term","English Expert definition","English Simple definition"
122052,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122052&search_mode=solr","indicator of Burdens on the Economy due to Environmental Policies (BEEP)","<p>[This paper] introduces a time-series of composite cross-country indicators of environmental policy stringency (EPS). These indicators summarise actual policy data collected over two decades covering selected environmental policy instruments in OECD countries to arrive with a relative measure of overall policy stringency. […]<br /> [Furthemore, this] paper proposes an additional indicator to quantify specific design features and practices of environmental policies, which are likely to impose burdens to firm entry, competition and adoption of new technologies – labelled as the indicator of Burdens to the Economy due to Environmental Policies (BEEP). The information is based on the responses to a cross-country OECD questionnaire annexed to the 2013 Product Market Regulation (PMR) exercise. It addresses the information gap on characteristics of environmental policies which are potentially relevant for longer-run growth. The indicator provides information on how barriers to competition are related to overall stringency of policies across countries. <br />[ECO/WKP(2014)72]</p>",
122053,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122053&search_mode=solr","research technology organisation (RTO)","<p>The term public research organisation (PRO) is used to refer to a heterogeneous group of research performing centres and institutes with varying degrees of “publicness”. This is understood in broad terms as the level of governmental influence on their research activities and funding, rather than just mere ownership (Crow and Bozeman 1998). <br> We can distinguish between four ideal types. First, traditional mission-oriented centres (MOCs) are owned and sometimes run by government departments or ministries at the national and sub-national levels; their role is to undertake research in specific topics or sectors in order to provide knowledge and technological capabilities to support policy-making. Second, public research centres and councils (PRCs) perform (and in some cases fund) basic and applied research in several fields; these overarching institutions tend to be of considerable size in several countries representing a significant share of the national R&amp;D capabilities. Third, Research Technology Organisations (RTOs), also known as industrial research institutes, are mainly dedicated to the development and transfer of science and technology to the private sector and society; although some of them are owned by government, in general, the administrative links of RTOs with governments tend to be looser than the rest. RTOs, often in the semi public sphere and in the non profit sector.Finally, a fourth group of publicly supported research institutes of diverse size, labelled as Independent Research Institutes (IRIs) perform both basic and applied research focused on “issues” or “problems” rather than just fields. In many cases IRIs may be termed as “semi-public” as they are founded under different legal forms and work at the boundaries between public and private, but develop their activities with substantial public support and/or participation of public representatives in their governance.</p><p>[OECD/Actor brief on public research organisations -OECD Innovation Policy Platform/2011]</p>",
122058,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122058&search_mode=solr","non-employment rate","<p>Non-employment rates. These are defined as the number of unemployed persons plus the number of non-participating adults divided by the entire working-age population. It is, therefore, a very broad indicator of labour utilisation. <br />[OECD/Economies at a Glance: Structural Indicators/1996]</p><p> [The] non-employment rate [is] the opposite of employment rate, and includes those who are unemployed as well as those who have dropped out of the labour market <br />[OECD/Education at a glance/2009]</p><p>Taux de non-emploi. Ces taux sont définis comme étant le nombre de chômeurs plus le nombre d'adultes inactifs, divisé par la population totale d'âge actif. Il s'agit, par conséquent, d'un indicateur très général de l'utilisation de la main-d'œuvre. <br />[OCDE/Coup d'oeil sur les économies de l'OCDE : Indicateurs structurels/1996]</p>",
122061,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122061&search_mode=solr","game changer","<p>Unexpected event or innovation that changes system dynamic</p><p><span>[SG Office, Strategic Foresight Unit/10-2014]</span></p>",
122071,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122071&search_mode=solr","neutral interest rate","<p>Defined as the real short-term interest rate compatible with stable prices and full capacity utilisation, the ""neutral"" (or equivalently ""natural"") rate is potentially an important benchmark for gauging the monetary stance. <br />[OECD/Economic Surveys: Euro area/2005]</p><p><br />The neutral/equilibrium real interest rate [is] the rate that stabilises inflation… <br /> [ECO/EDR(2008)10]</p>",
122079,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122079&search_mode=solr","incidence of part-time work","<p>[The incidence] of involuntary part-time employment [is measured in percentage] of total employment… <br />[OECD/How's Life?: Measuring well-being/2011]</p>",
122132,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122132&search_mode=solr","health index","<p><span>[The] health index [is] defined by the government and equal to the consumer price index less transport fuels, tobacco and alcohol items… <br>[</span>OECD/OECD Economic Surveys: Belgium 2013]</p>",
122158,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122158&search_mode=solr","demographic dividend","<p>[The] ""demographic dividend"" […] occurs during a demographic transition: the elderly population is still small, and shrinking youth cohorts reduce the number of children […]. While this is associated with economic growth in most economies, it also places pressure to create employment at different skill levels and may increase pressures to migrate where opportunities are insufficient. <br />[OECD/International Migration Outlook 2012/2012]</p>",
122176,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122176&search_mode=solr","feed-in premiums (FIPs)","<p>In the past Spain made heavy use of feed-in tariffs (i.e. premiums over the market price paid to renewable producers) and from 2004 feed-in premiums (guaranteed mark-ups over the market price) to encourage renewables installation.</p><p>[OECD/Economic Surveys: Spain/2014]</p><p> Feed-in tariffs imply that producers based on variable renewables are not exposed to market signals. Renewable energy producers receive instead a guaranteed remuneration as a function of the overall energy injected into the grid, regardless of current market prices. […]</p><p>Feed-in premiums instead imply that variable renewable producers participate in forward and intraday-markets just as conventional electricity producers. However, in this case renewable producers receive a regulated premium over and above the hourly electricity price, the premium payment representing the presumed positive externality stemming from the use of the renewable technology. In some cases, the remuneration for renewable producers has also seen floors and caps put in place to mitigate the uncertainty resulting from variable electricity prices (such as in Spain, Royal Decree 661/2007, NREL, 2010). The market price including the premium will thus always fluctuate within a certain range, thus ensuring that generators neither suffer from electricity prices that are too low, nor earn undue windfall profits due to high electricity prices. </p><p>[OECD-NEA/Nuclear Energy and Renewables: System Effects in Low-carbon Electricity Systems/2012]</p>",
122206,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122206&search_mode=solr","Okun's coefficient","<p>Okun's coefficient is the peak-to-trough ratio of the percentage point increase in the unemployment rate to the percentage decrease in GDP. <br />[OECD/OECD Economic Surveys: Germany 2012/2012]</p><p> </p><p>[The] Okun coefficient [is] the near-term decline in the output gap typically associated with a percentage point rise in the unemployment gap. <br />[ECO/CPE(2012)2]<br /><br /></p><p>Okun's coefficient [is the ratio] of the percentage point decrease in the employment rate to the percentage fall in real GDP. [More precisely, it is the average] of recession ratios since 2008. Recessions are considered to occur between local peaks and troughs of real GDP (Y) series in levels. A local peak (trough) occurs at time t when Yt &gt; (&lt;) Y<sub>t ± k</sub> where k = 1, 2. The turning points are further refined by the following requirements: the peaks and troughs must alternate, each cycle must have a minimum duration of five quarters and each phase (expansion, recession) must be at least two quarters long. <br />[OECD/OECD Economic Surveys: Spain 2014/2014]</p>",
122246,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122246&search_mode=solr","private non-profit sector","<p>In line with SNA 93, the coverage of [the private non-profit sector] now includes:<br /><br />Non-market, private non-profit institutions serving households (i.e. the general public).<br />Private individuals or households. <br />[OECD/Frascati Manual/2002]</p>",
122253,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122253&search_mode=solr","longevity bond","<p>Pension funds are encountering mounting payments as a result of both the ageing population and increasing longevity. Such a risk can be hedged in financial markets with longevity bonds whose returns are linked to future longevity. For example, this could operate as a zero-coupon amortising bond where the coupon payout was discounted by the share of the population aged, say, 65 years when the bond was issued that had survived to the coupon date (Blommestein, 2006). The issuance of longevity bonds is still in its early stage internationally, though it has the potential to encourage the development of annuities markets, where the re-insurance industry will play an important role. </p><p>[OECD/Economic Surveys: New Zealand/2007]</p><p> </p>",
122267,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122267&search_mode=solr","activation assistance","<p>[The public employment service (PES)] has been too slow to develop activation assistance to the unemployed based on modern practice, operating largely in a passive way. <br />[OECD/OECD Economic Surveys: Spain 2014/2014]</p>",
122270,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122270&search_mode=solr","multidimensional living standards (MDLS)","<p><span>The OECD project on Inclusive Growth develops a measure of ""multidimensional living standards"" that accounts for selected non-income dimensions of well-being and their distributional aspects. It also develops a framework for assessing the role of policies in promoting Inclusive Growth. Section 2 starts by defining Inclusive Growth on the basis of the measure of multidimensional living standards. </span>The work at hand proposes risk of unemployment and health status as the non-income dimensions to be considered along with household income for the computation of multidimensional living standards. <br>[OECD/Report on the OECD Framework for inclusive growth/2014]</p>",
122273,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122273&search_mode=solr","Energy Sector Carbon Intensity Index (ESCII)","<p>The IEA Energy Sector Carbon Intensity Index (ESCII) tracks how many tonnes of carbon dioxide (CO<sub>2</sub>) are emitted for each unit of energy supplied (TPES, total primary energy supply). It shows the global aggregate impact of changes in supply technologies over recent decades. <br />[ECO/EDR(2015)1]</p><p> </p><p>CO2/TPES = CO2 emissions per unit TPES. […] Note that in its index form, CO2/TPES corresponds to the Energy Sector Carbon Intensity Index (ESCII).<br />[IEA/CO2 Emissions from Fuel Combustion 2013/2013]</p>",
122274,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122274&search_mode=solr","marginal abatement costs of greenhouse gas emissions","<p>The global marginal abatement costs […] represent the costs associated with the abatement measures to mitigate the last tonne of CO2 emissions to reach the annual emissions target in a specific year. The global marginal abatement costs can be regarded as a benchmark CO2 price allowing the comparison of the cost-effectiveness of mitigating options across technologies, sectors and regions. <br>[<span>IEA/Energy Technology Perspectives 2014/</span>2014]</p>",
122279,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122279&search_mode=solr","mutual obligation principle","<p>Effective ALMPs [active labour market policies] are based on the mutual obligation principle, whereby the unemployed receive income and employment support and in return, are required to participate actively in job-search and/or training…<br />[OECD/OECD Economic Surveys: Spain/2014]</p><p> As is emphasised in the Reassessed Jobs Strategy, passive and active labour market programmes need to be well co-ordinated for the PES [Public Employment Service] to be effective in reducing structural unemployment. This is typically referred to as ""activation"". The essence of activation is the principle of ""mutual obligations"" where, in return for paying benefits and offering a range of re-employment services, public employment agencies monitor benefit recipients' compliance with behavioural eligibility requirements. Such requirements may relate to active job search or participation in training or employment programmes. <br />[OECD/Employment Outlook/2012]</p>",
122303,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122303&search_mode=solr","input","<p>The financial, human, and material resources used for the development intervention.</p><p>[OECD/Glossary of Key Terms in Evaluation/28-05-2002]</p><p> </p><p>Units of labour, capital, goods and services used in the production of goods and services. “Taking the health service as an example, input is defined as the time of medical and non-medical staff, the drugs, the electricity and other inputs purchased, and the capital services from the equipment and buildings used” (Lequiller, 2005). </p><p>[OECD/Government At A Glance/Glossary/2011]</p>",
122348,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122348&search_mode=solr","actual collective consumption","<p>The final consumption expenditure of general government on collective services. A measure of the services that general government provides to the community as a whole and which households consume collectively. Also referred to as collective consumption expenditure. See as well collective services.</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122380,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122380&search_mode=solr","expenditure category","<p>The aggregation level between main aggregates and expenditure groups..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122381,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122381&search_mode=solr","expenditure class","<p>The aggregation level between expenditure groups and basic headings.</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122382,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122382&search_mode=solr","expenditure group","<p>The aggregation level between expenditure categories and expenditure classes..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122383,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122383&search_mode=solr","expenditure weights","<p>The shares of expenditure components (basic headings) in current-price GDP. Article 3(d) PPP Regulation..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122389,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122389&search_mode=solr","gross wages and salaries","<p>The wages and salaries in cash and in kind paid by enterprises to employees before the deduction of taxes and social contributions payable by employees..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122392,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122392&search_mode=solr","individual consumption expenditure by government","<p>The actual and imputed final consumption expenditure incurred by general government on individual goods and services. Also referred to as social transfers in kind..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122393,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122393&search_mode=solr","individual consumption expenditure by households","<p>The actual and imputed final consumption expenditure incurred by households on individual goods and services. It also includes expenditure on individual goods and services sold at prices that are not economically significant. By definition, all final consumption expenditures of households are for the benefit of individual households and are individual. Also referred to as final consumption expenditure of households and household final consumption expenditure..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122394,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122394&search_mode=solr","individual consumption expenditure by NPISHs","<p>The actual and imputed final consumption expenditure incurred by NPISHs on individual goods and services. In practice, most final consumption expenditures of NPISHs are individual in nature and so, for simplicity, all final consumption expenditures of NPISHs are treated by convention as individual. Also referred to as final consumption expenditure of NPISHs and social transfers in kind..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122395,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122395&search_mode=solr","individual good or service","<p>A consumption good or service acquired by a household and used to satisfy the needs and wants of members of that household. Individual services A term used to describe the services (and goods) provided to individual households by NPISHs and general government. Such services include housing, health, recreation and culture, education and social protection. They do not include the overall policy-making, planning, budgetary, coordinating responsibilities of government ministries overseeing individual services. Nor do they include government research and development for individual services. These activities cannot be identified with specific individual households and are considered to benefit households collectively. They are classified under collective services..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122401,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122401&search_mode=solr","item","A good or service precisely defined for use in price observation. Article 3(f) PPP Regulation. A good or service defined by an item specification and included on an item list. Countries select the items they price from among the items included on the item list. Also referred to as product..<p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]",
122403,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122403&search_mode=solr","main aggregates","<p>The level of aggregation immediately below GDP. There are seven main aggregates of which the most important are individual consumption expenditure by households, individual consumption expenditure by government, collective consumption expenditure by government and gross fixed capital formation..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122404,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122404&search_mode=solr","material well-being","<p>The volume of goods and services that households consume to satisfy their individual needs. Also referred to as economic welfare or economic well-being..<br />[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p><p> </p>",
122411,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122411&search_mode=solr","nominal expenditures","<p>National expenditures that have been converted to a common currency with exchange rates. Expenditures so converted remain valued at national price levels and reflect both volume and price differences between countries. Also referred to as nominal values. Nominal values See nominal expenditures..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122417,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122417&search_mode=solr","Penn effect","The overstatement of the economic size of high-income countries and the understatement of the economic size of low-income countries that results when exchange rate converted GDPs are used to establish the relative sizes of economies. The Penn effect arises because price levels are usually higher in high-income countries than they are in low income countries and exchange rates do not take account of price level differences between countries when used to convert their GDPs to a common currency..<p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]",
122421,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122421&search_mode=solr","Price level index (PLI)","<p>PLIs are the ratios of PPPs to exchange rates. They provide a measure of the differences in price levels between countries by indicating for a given aggregation level or analytical category the number of units of the common currency needed to buy the same volume of the aggregation level or analytical category in each country. At the level of GDP they provide a measure of the differences in the general price levels of countries. Also referred to as comparative price level index..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122422,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122422&search_mode=solr","price similarity index","<p>The similarity of the structure of prices between any pair of countries is measured by the correlation coefficient that is obtained by regressing the internal price structure of one country against the corresponding internal price structure of the other country. Internal price structures can be expressed as a vector of the ratios of product prices to the price of a reference product. In practice, the correlation coefficient is obtained by regressing the basic heading PPPs. The basic heading PPPs are interpreted as notional prices..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122423,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122423&search_mode=solr","productivity adjustment","<p>An adjustment made to the prices paid by non-market producers for labour, capital and intermediate inputs so that they correspond to a common level of multi-factor productivity. In practice, an adjustment made to the prices (compensation of employees) paid by non-market producers for labour so that they represent the same level of labour productivity. Productivity adjustments are not made in Eurostat and OECD comparisons..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122425,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122425&search_mode=solr","quality adjustment","An adjustment to the prices of a product whose characteristics are broadly similar but not the same in all countries pricing it. The aim of the adjustment is to remove from the price differences observed between countries that part of the difference which is due to the difference in the characteristics of the product priced. The adjustment is made so that the price differences between countries reflect only pure price differences. With the exception of housing and education, quality adjustments are not made in Eurostat and OECD comparisons..<p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]",
122426,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122426&search_mode=solr","quantity similarity index","<p>The similarity of the structure of quantities between any pair of countries is measured by the correlation coefficient that is obtained by regressing the internal quantity structure of one country against the corresponding internal quantity structure of the other country. Internal quantity structures can be expressed as a vector of the ratios of product quantities to the quantity of a reference product. In practice, the correlation coefficient is obtained by regressing the basic heading real expenditures. The basic heading real expenditures are interpreted as notional quantities..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122429,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122429&search_mode=solr","real expenditures","<p>National expenditures that have been converted to a common currency and valued at a uniform price level with PPPs. Expenditures so converted reflect only volume differences between countries. Also referred to as real values..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122439,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122439&search_mode=solr","semi-durable good","<p>A good that differs from a non-durable good in that it can be used repeatedly or continuously over a period longer than a year and that differs from a durable good in that its expected lifetime of use, though longer than a year, is often significantly shorter and that its purchasers&rsquo; price is substantially less. See also non-durable good and durable good. Services Outputs produced to order and which cannot be traded separately from their production. Ownership rights cannot be established over services and by the time their production is completed they must have been provided to the consumers. An exception to this rule is a group of industries, generally classified as service industries, some of whose outputs have characteristics of goods. These industries are those concerned with the provision, storage, communication and dissemination of information, advice and entertainment in the broadest sense of those terms. The products of these industries, where ownership rights can be established, may be classified either as goods or services depending on the medium by which these outputs are supplied..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122441,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122441&search_mode=solr","subsidies on production","<p>Subsidies on goods and services produced as outputs by resident enterprises that become payable as a result of the production of these goods or services - that is, subsidies payable per unit of good or service produced - plus subsidies that resident enterprises may receive as a consequence of engaging in production - for example, subsidies to reduce pollution or to increase employment. The former are called subsidies on products. The latter are called other subsidies on production..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122442,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122442&search_mode=solr","surcharge","<p>An addition to the list price of a good or service. Generally of a short duration reflecting unusual cost or supply pressures affecting the seller..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122448,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122448&search_mode=solr","user-cost method","The method of estimating the value of imputed rentals by summing the relevant cost items: intermediate consumption (current maintenance and repairs, insurance), consumption of fixed capital, other taxes on production and net operating surplus (nominal rate of return on the capital invested in the dwelling and land)..<p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]",
122450,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122450&search_mode=solr","weighted CPD method","<p>A variant of the CPD method in which representative products receive a higher weight in the calculation than non-representative products. For example, representative products could have the weight of 2 or 3 and unrepresentative products a weight of 1. The choice of weights is arbitrary as it is with the EKS. However, the weights of 1 for a representative product and 0 for an unrepresentative product used in the EKS cannot be used in a weighted CDP because the assignment of 0 to prices of unrepresentative products will remove them from the calculation..</p><p>[Eurostat-OECD Methodological Manual on Purchasing Power Parities/2012]</p>",
122464,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122464&search_mode=solr","Commonwealth of Independent States (CIS)","<p>The heads of twelve sovereign states (except the Baltic states) have signed the Treaty on establishment of the Economic Union, in which they stressed that the Azerbaijan Republic, Republic of Armenia, Republic of Belarus, Republic of Georgia, Republic of Kazakhstan, Kyrgyz Republic, Republic of Moldova, Russian Federation, Republic of Tajikistan, Turkmenistan, Republic of Uzbekistan and Ukraine on equality basis established the Commonwealth of Independent States.</p><p>[OECD-FAO/Agricultural Outlook 2011-2020/Glossary/2011]</p>",
122467,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122467&search_mode=solr","Economic Partnership Agreements (EPAs)","<p>Free trade agreements currently being negotiated between the EU and the African, Caribbean Pacific (ACP) group of developing countries to replace the Cotonou Agreement which expired in 2007.</p><p>[OECD-FAO/Agricultural Outlook 2011-2020/Glossary/2011]</p>",
122527,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122527&search_mode=solr","balance of opinion","<p>Confidence indicator is calculated as the arithmetic average of the balances (in percentage points) of the answers to the questions on: production - future tendency; finished goods stocks - level; and order books - level. Net balance is used to summarise answers to multiple-choice questions related to business tendency surveys and it takes value between -100% (unfavourable) and +100% (favourable) with a midpoint of 0.<br />[ECO/EDR(2015)2]</p>",
122535,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122535&search_mode=solr","growth factor","<p><span>Growth accounting seeks to explain main drivers of economic growth. According to standard growth accounting, economic growth is only partly explained by labour and capital input. The unexplained part of economic growth appears as the residual total factor productivity (TFP). TFP encompasses all growth-enhancing factors other than factor inputs, such as better quality of labour and capital equipment, changes in technology and moving resources from low to high productive sectors. <br></span>[OECD/OECD Economic Surveys: Slovenia 2009/2009]</p>",
122548,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122548&search_mode=solr","non-employment benefits","<p>The measure of out-of-work benefits compares the net income of a person when out of work to that when in work. The main indicator shown here is the net replacement rate, defined as ratio of net household income when the household head is out of work to that it previously enjoyed when its head was employed.<br />[OECD/Society at a Glance: OECD social indicators 2006/2006]</p><p> Statistical statements about non-employment benefits – defined as social-protection benefits that are not conditional on availability for work – are somewhat uncertain, because OECD databases remain incomplete (OECD, 2003a, Chapter 4). Another source of uncertainty is that many countries have a large lone-parent or non-categorical social assistance benefit (such as the RMI in France and AFDC/TANF in the United States) which is conditional on availability for work for some recipients but not others, and thus is partly an ""unemployment"" and partly a ""non-employment"" benefit. […] Non-employment benefits address three main types of “social risk” that can make it difficult or undesirable to require a person to work: incapacity (sickness or disability), care responsibilities (care for children or in some cases other relatives) and early retirement (benefits paid only to older individuals of working age). <br />[OECD/OECD Employment Outlook 2006/2006]</p><p> Policies in many countries have, until recently, tended to increase the incentives for early retirement via an earlier access to old-age pension systems under favourable conditions. Moreover, other non-employment benefits (e.g. unemployment benefits and invalidity benefits) have, de facto, been used as a bridge from labour earnings to pensions by older unemployed workers who were not yet entitled to old-age pensions. <br />[OECD/Implementing the OECD Jobs Strategy: Assessing Performance and Policy/1999]</p>",
122563,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122563&search_mode=solr","collective goods and services","<p>Goods and services that benefit the community at large. Examples include government expenditures on defence, and public safety and order.</p><p>[OECD/Government At A Glance/Glossary/2011]</p>",
122564,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122564&search_mode=solr","informal housing market","<p>Residential areas where a group of housing units has been constructed on land to which the occupants have no legal claim, or which they occupy illegally, or unplanned settlements and areas where housing is not in compliance with current planning and building regulations.</p><p>[EUROSTAT-ILO-IMF-OECD-UNECE-WB/Handbook on Residential Property Prices Indices/2013]</p>",
122567,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122567&search_mode=solr","residential property","<p>Property zoned for single-family homes, townhouses, multifamily apartments, condominiums, and coops.</p><p>[EUROSTAT-ILO-IMF-OECD-UNECE-WB/Handbook on Residential Property Prices Indices/2013]</p>",
122605,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122605&search_mode=solr","business sector services","<p>Business sector services comprise the following ISIC Revision 4 categories; Wholesale and retail trade, repair of motor vehicles and motorcycles; Transportation and storage; Accommodation and food service activities; Information and communication; Financial and insurance activities; Professional, scientific and technical activities; Administrative and support service activities and exclude real estate activities. <br />[ECO/EDR(2014)7/REV1]</p>",
122617,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122617&search_mode=solr","public social expenditure","<p>Social expenditure is classified as public when general government (i.e. central administration, local governments and social security institutions) controls the financial flows. For example, sickness benefits financed by compulsory contributions from employers and employees to social insurance funds are considered ""public"", whereas sickness benefits paid directly by employers to their employees are classified as ""private"". For cross-country comparisons, the indicator of social spending used here refers to public spending as a share of GDP. The spending flows shown here are recorded before deduction of direct and indirect tax payments levied on these benefits and before addition of tax expenditures provided for social purposes (""gross spending""). Spending by lower tiers of government may be underestimated in some federal countries. Private social spending, which is considerable in a number of countries such as Korea and Canada, is not considered here because of the considerably greater error in the data. <br />[OECD/Society at a Glance 2011: OECD Social Indicators/2011]</p>",
122624,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=122624&search_mode=solr","Kakwani index","<p>Progressivity is measured using the Kakwani indicator (Kakwani, 1977), which is the concentration coefficient of the tax (or benefit) minus the Gini coefficient of pre-tax (or pre-benefit) income and quantifies the departure of the distribution of a tax or benefit payment from proportionality. A tax or benefit that is distributed in proportion to pre-tax (or pre-benefit) income has zero progressivity and no redistributive effect whatever the size of the tax or benefit. The Kakwani indicator ranges from plus 1 (maximum progressivity) to minus 2 (maximum regressivity). Note that, in the case of benefits, there is an important difference between a technically correct use of these terms, and frequently used language that refer to inequality-reducing transfers as “progressive”. In a technical sense, benefits are normally regressive as social transfers tend to decline at higher income levels. For a given size of the redistribution instrument, the more regressive a benefit, and the more progressive a tax, the bigger is its equalising effect. <br />[OECD/Divided We Stand - Why Inequality Keeps Rising/2012]</p>",
